SoPlex version 4.0.0 [mode: optimized] [precision: 8 byte] [rational: GMP 6.1.2] [githash: 82cab95]
Copyright (c) 1996-2018 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

int:simplifier = 0
int:scaler = 5
int:readmode = 1
int:solvemode = 2
int:checkmode = 2
real:feastol = 1.00000000e-20
real:opttol = 1.00000000e-20
real:timelimit = 3.00000000e+02

Reading (rational) LP file <Simulation.lp> . . .
Reading took 0.88 seconds.

LP has 16976 rows 21424 columns and 116419 nonzeros.

Initial floating-point solve . . .
Least squares LP scaling

type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    4.8 |   11516 |    64 | 3.66e-03 |  4.45e+13 | 3.06849516e+01
  L  |    5.0 |   11716 |    65 | 3.72e-03 |  5.60e+13 | 3.06849517e+01
  L  |    5.2 |   11914 |    66 | 3.91e-03 |  2.02e+10 | 2.66299845e+01
  L  |    5.4 |   12114 |    67 | 4.03e-03 |  4.60e+10 | 2.66299847e+01
  L  |    5.6 |   12314 |    68 | 4.10e-03 |  1.53e+09 | 2.66299848e+01
  L  |    5.8 |   12514 |    69 | 4.26e-03 |  1.41e+09 | 3.22948448e+01
  L  |    6.0 |   12712 |    70 | 4.48e-03 |  9.64e+10 | 3.28685615e+01
  L  |    6.2 |   12912 |    71 | 4.58e-03 |  9.50e+09 | 3.42692645e+01
  L  |    6.4 |   13111 |    72 | 4.76e-03 |  7.64e+11 | 3.25024418e+01
  L  |    6.6 |   13308 |    73 | 5.04e-03 |  5.57e+13 | 2.11721002e+01
  L  |    6.9 |   13504 |    74 | 5.23e-03 |  1.06e+11 | 1.70853708e+01
  L  |    7.1 |   13704 |    75 | 5.32e-03 |  2.23e+11 | 2.01666494e+01
  L  |    7.3 |   13902 |    76 | 5.42e-03 |  1.04e+11 | 2.83339446e+01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    7.6 |   14101 |    77 | 5.82e-03 |  6.58e+10 | 2.36027422e+01
  L  |    7.8 |   14301 |    78 | 6.57e-03 |  6.75e+08 | 2.36027422e+01
  L  |    8.0 |   14497 |    79 | 6.77e-03 |  8.20e+09 | 1.22641277e+01
  L  |    8.2 |   14690 |    80 | 7.08e-03 |  3.37e+11 | 8.11867286e+00
  L  |    8.4 |   14884 |    81 | 7.37e-03 |  2.21e+10 | 6.08957282e+00
  L  |    8.7 |   15074 |    82 | 7.72e-03 |  2.70e+07 | 5.62626246e+00
  L  |    8.9 |   15263 |    83 | 8.08e-03 |  2.78e+06 | 5.52135852e+00
  L  |    9.2 |   15447 |    84 | 8.34e-03 |  5.44e+05 | 5.48733733e+00
  L  |    9.4 |   15628 |    84 | 8.80e-03 |  3.26e+05 | 5.43294630e+00
  L  |    9.7 |   15805 |    85 | 9.18e-03 |  1.19e+06 | 4.91295520e+00
  L  |    9.9 |   15975 |    86 | 1.23e-02 |  3.26e+03 | 3.05361184e+00
  L  |   10.1 |   16095 |    87 | 3.50e-02 |  3.98e+05 | 1.41537714e+01
  L  |   10.3 |   16175 |    87 | 4.05e-02 |  1.55e+05 | -3.56612849e+00
  L  |   10.5 |   16254 |    88 | 1.52e-01 |  1.13e+05 | -6.70753391e+01
  L  |   10.7 |   16353 |    88 | 5.93e-01 |  2.82e+03 | -2.24501757e+02
  L  |   10.8 |   16434 |    88 | 1.53e+00 |  7.85e+04 | -1.58853129e+02
  L  |   11.0 |   16504 |    89 | 2.06e+00 |  4.88e+05 | -3.68298585e+02
  L  |   11.1 |   16566 |    89 | 3.33e+00 |  1.07e+04 | -1.38803825e+00
  L  |   11.3 |   16679 |    90 | 4.77e+00 |  2.02e+05 | -2.06305079e+03
  L  |   11.5 |   16744 |    90 | 6.68e+00 |  6.32e+04 | 9.41599502e+02
  L  |   11.6 |   16802 |    90 | 6.80e+00 |  9.87e+05 | -6.33220656e+02
  L  |   11.8 |   16873 |    91 | 7.38e+00 |  2.25e+04 | -3.16361794e+03
  L  |   11.9 |   16942 |    91 | 1.21e+01 |  8.19e+04 | 6.59613219e+02
  L  |   12.1 |   16980 |    92 | 1.17e+01 |  5.72e+03 | -2.77204481e+02
  L  |   12.2 |   17041 |    92 | 1.49e+01 |  1.49e+02 | 5.49347691e+03
  L  |   12.4 |   17110 |    92 | 2.04e+01 |  3.56e+05 | 2.08239289e+02
  L  |   12.5 |   17147 |    92 | 2.56e+01 |  3.30e+05 | 4.70462764e+03
  L  |   12.7 |   17224 |    93 | 3.14e+01 |  9.58e+04 | 1.07820908e+04
  L  |   12.8 |   17283 |    93 | 3.16e+01 |  9.09e+04 | 9.89948129e+03
  L  |   12.9 |   17345 |    93 | 3.21e+01 |  1.88e+05 | 8.27229163e+03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   13.1 |   17390 |    94 | 3.85e+01 |  1.07e+05 | 1.16178054e+04
  L  |   13.2 |   17428 |    94 | 4.02e+01 |  2.34e+05 | 8.86653304e+03
  L  |   13.3 |   17463 |    94 | 4.02e+01 |  2.34e+05 | 6.68392065e+03
  L  |   13.5 |   17512 |    94 | 4.20e+01 |  1.17e+07 | 4.84605946e+03
  L  |   13.6 |   17550 |    94 | 4.34e+01 |  1.91e+07 | 1.98620217e+03
  L  |   13.8 |   17598 |    95 | 4.41e+01 |  1.26e+06 | -1.95862213e+05
  L  |   13.9 |   17645 |    95 | 4.42e+01 |  1.23e+09 | -2.89871982e+05
  L  |   14.0 |   17685 |    95 | 4.52e+01 |  3.94e+14 | 5.63743480e+13
 --- initializing steepest edge multipliers
  L  |   14.1 |   17776 |    98 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
  L  |   14.1 |   17884 |    99 | 0.00e+00 |  3.07e+09 | 0.00000000e+00
  L  |   14.2 |   18084 |   100 | 0.00e+00 |  3.34e+09 | 0.00000000e+00
  L  |   14.2 |   18284 |   101 | 0.00e+00 |  1.69e+09 | 0.00000000e+00
  L  |   14.2 |   18484 |   102 | 0.00e+00 |  1.70e+09 | 0.00000000e+00
  L  |   14.2 |   18684 |   103 | 0.00e+00 |  1.32e+09 | 0.00000000e+00
  L  |   14.3 |   18884 |   104 | 1.29e-06 |  2.13e+09 | 1.02955580e-01
  L  |   14.4 |   19084 |   105 | 1.57e-06 |  2.45e+09 | 1.12025404e-01
  L  |   14.4 |   19284 |   106 | 1.83e-06 |  1.86e+09 | 1.16612124e-01
  L  |   14.5 |   19484 |   107 | 1.88e-06 |  1.43e+09 | 9.19340306e-02
  L  |   14.5 |   19684 |   108 | 1.88e-06 |  8.13e+08 | 6.35459892e-02
  L  |   14.5 |   19884 |   109 | 1.88e-06 |  1.19e+09 | 4.06948713e-02
  L  |   14.5 |   20084 |   110 | 1.88e-06 |  1.14e+09 | 2.71374567e-02
  L  |   14.6 |   20284 |   111 | 2.05e-06 |  5.22e+08 | 1.89241135e-02
  L  |   14.7 |   20484 |   112 | 2.05e-06 |  2.51e+09 | 1.52946202e-02
  L  |   14.8 |   20684 |   113 | 2.12e-06 |  1.30e+08 | 1.38932972e-02
  L  |   14.9 |   20884 |   114 | 2.27e-06 |  1.40e+08 | 1.28381760e-02
  L  |   15.1 |   21084 |   115 | 2.71e-06 |  6.77e+11 | 1.39189153e-02
  L  |   15.2 |   21284 |   116 | 2.93e-06 |  4.74e+07 | 1.40848783e-02
  L  |   15.3 |   21484 |   117 | 3.06e-06 |  1.29e+10 | 1.34011776e-02
  L  |   15.4 |   21684 |   118 | 3.06e-06 |  1.15e+11 | 1.18723764e-02
  L  |   15.5 |   21884 |   119 | 3.06e-06 |  4.24e+10 | 9.97201583e-03
  L  |   15.6 |   22084 |   120 | 3.06e-06 |  3.10e+09 | 9.96268058e-03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   15.8 |   22284 |   121 | 3.10e-06 |  7.95e+07 | 1.06173569e-02
  L  |   15.9 |   22484 |   122 | 3.13e-06 |  1.32e+06 | 1.05800861e-02
  L  |   16.1 |   22684 |   123 | 3.14e-06 |  1.30e+08 | 1.05799973e-02
  L  |   16.2 |   22884 |   124 | 3.15e-06 |  6.97e+06 | 1.05180090e-02
  L  |   16.4 |   23084 |   125 | 3.15e-06 |  2.62e+06 | 1.04609674e-02
  L  |   16.5 |   23284 |   126 | 3.15e-06 |  1.04e+07 | 1.03004874e-02
  L  |   16.6 |   23484 |   127 | 3.15e-06 |  7.02e+06 | 1.01101219e-02
  L  |   16.8 |   23683 |   128 | 3.15e-06 |  2.83e+06 | 8.23272637e-03
  L  |   17.0 |   23882 |   129 | 3.16e-06 |  2.96e+08 | 5.98017304e-03
  L  |   17.1 |   24078 |   130 | 3.20e-05 |  9.00e+07 | -3.29019787e-03
  L  |   17.3 |   24277 |   131 | 5.28e-05 |  3.78e+08 | -6.25616986e-04
  L  |   17.5 |   24477 |   132 | 5.37e-05 |  3.06e+10 | 3.64474162e-03
  L  |   17.6 |   24669 |   133 | 9.37e-05 |  3.37e+07 | 4.23032187e-03
  L  |   17.7 |   24864 |   134 | 1.27e-04 |  1.08e+07 | 4.16464697e-03
  L  |   17.9 |   25054 |   134 | 1.65e-04 |  4.39e+06 | 4.04359525e-03
  L  |   18.0 |   25230 |   135 | 2.37e-04 |  9.31e+06 | 3.92815492e-03
  L  |   18.1 |   25411 |   136 | 2.46e-04 |  9.30e+06 | 3.88691109e-03
  L  |   18.3 |   25600 |   137 | 2.48e-04 |  1.17e+06 | 3.85566958e-03
  L  |   18.4 |   25798 |   138 | 2.62e-04 |  7.44e+03 | 3.84137366e-03
  L  |   18.6 |   25989 |   139 | 2.91e-04 |  5.38e+05 | 3.83655464e-03
  L  |   18.7 |   26175 |   140 | 3.27e-04 |  2.12e+08 | 3.81564207e-03
  L  |   18.9 |   26362 |   141 | 4.07e-04 |  8.65e+04 | 3.79361212e-03
  L  |   19.0 |   26561 |   142 | 4.07e-04 |  8.65e+04 | 3.79361212e-03
  L  |   19.1 |   26757 |   143 | 4.18e-04 |  4.48e+05 | 3.78113988e-03
  L  |   19.3 |   26949 |   144 | 5.58e-04 |  2.02e+05 | 3.72588089e-03
  L  |   19.4 |   27120 |   145 | 6.62e-04 |  3.20e+06 | 3.67937269e-03
  L  |   19.6 |   27307 |   146 | 6.89e-04 |  1.43e+03 | 3.64750056e-03
  L  |   19.7 |   27497 |   147 | 9.28e-04 |  1.32e+04 | 3.61516597e-03
  L  |   19.9 |   27672 |   148 | 1.07e-03 |  8.76e+03 | 3.55085689e-03
  L  |   20.1 |   27858 |   149 | 1.21e-03 |  1.63e+04 | 3.51919705e-03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   20.2 |   28031 |   150 | 1.28e-03 |  6.62e+07 | 3.64153885e-03
  L  |   20.4 |   28191 |   150 | 2.11e-03 |  9.37e+06 | -5.79006402e-01
  L  |   20.5 |   28301 |   151 | 7.66e-03 |  1.83e+04 | -6.15960091e+00
  L  |   20.6 |   28393 |   151 | 3.03e-02 |  7.62e+01 | -2.89205891e+01
  L  |   20.7 |   28452 |   152 | 1.53e-01 |  1.93e+05 | -3.51686748e+02
  L  |   20.8 |   28518 |   152 | 3.49e-01 |  3.25e+01 | -3.65870911e+02
  L  |   20.9 |   28585 |   152 | 3.81e-01 |  5.99e+01 | -3.74204042e+02
  L  |   21.0 |   28646 |   153 | 6.60e-01 |  1.02e+04 | -1.11585782e+02
  L  |   21.1 |   28722 |   153 | 1.73e+00 |  4.04e+04 | 7.91393589e+02
  L  |   21.2 |   28772 |   153 | 2.35e+00 |  3.01e+04 | 5.50396693e+02
  L  |   21.3 |   28829 |   154 | 2.73e+00 |  1.68e+03 | -2.96444693e+01
  L  |   21.4 |   28907 |   154 | 5.13e+00 |  4.66e+04 | 1.34773558e+03
  L  |   21.5 |   28949 |   154 | 5.43e+00 |  3.44e+04 | 1.32947601e+03
  L  |   21.6 |   28999 |   155 | 6.09e+00 |  1.60e+00 | 2.41348887e+03
  L  |   21.7 |   29077 |   155 | 6.10e+00 |  2.12e+00 | 2.15190827e+03
  L  |   21.8 |   29128 |   155 | 6.11e+00 |  1.83e+00 | 2.14892406e+03
  L  |   21.9 |   29163 |   155 | 6.11e+00 |  1.81e+00 | 2.14735799e+03
  L  |   22.0 |   29238 |   156 | 6.40e+00 |  5.81e+00 | 2.14659336e+03
  L  |   22.1 |   29276 |   156 | 6.60e+00 |  1.28e+01 | 1.48983858e+03
  L  |   22.3 |   29349 |   156 | 1.02e+01 |  5.76e+05 | 3.23790746e+03
Caught exception <Basis is singular (numerical troubles, feastol = 1e-09, opttol = 1e-11)> while solving real LP.

Switching simplification.
Simplifier removed 14185 rows, 14796 columns, 40247 nonzeros, 518 col bounds, 77741 row bounds
Reduced LP has 2791 rows 6629 columns 75839 nonzeros
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.26e+07 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |      39 |     1 | 0.00e+00 |  1.14e+07 | 0.00000000e+00
  L  |    0.0 |     239 |     2 | 0.00e+00 |  8.15e+06 | 0.00000000e+00
  L  |    0.0 |     439 |     3 | 0.00e+00 |  4.42e+06 | 0.00000000e+00
  L  |    0.0 |     639 |     4 | 0.00e+00 |  5.70e+06 | 0.00000000e+00
  L  |    0.1 |     839 |     5 | 0.00e+00 |  4.25e+06 | 0.00000000e+00
  L  |    0.1 |    1039 |     6 | 1.21e-07 |  1.00e+07 | 1.53097151e-04
  L  |    0.1 |    1239 |     8 | 9.74e-05 |  2.95e+06 | 2.52763336e-02
  L  |    0.1 |    1439 |    10 | 9.75e-05 |  7.36e+06 | 2.10448747e-02
  L  |    0.2 |    1639 |    11 | 9.78e-05 |  9.27e+05 | 1.55904290e-02
  L  |    0.2 |    1839 |    13 | 9.80e-05 |  8.65e+05 | 1.40526782e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.3 |    2039 |    14 | 9.81e-05 |  5.79e+05 | 1.05257437e-02
  L  |    0.3 |    2239 |    15 | 9.83e-05 |  2.27e+05 | 8.07898072e-03
  L  |    0.4 |    2439 |    16 | 9.85e-05 |  2.80e+04 | 3.88228700e-04
  L  |    0.4 |    2639 |    17 | 9.86e-05 |  1.77e+02 | 6.82979284e-04
  L  |    0.5 |    2839 |    19 | 3.03e-05 |  1.00e+02 | 5.33127584e-04
  L  |    0.5 |    3039 |    20 | 3.04e-05 |  2.53e+02 | 4.75185416e-04
  L  |    0.5 |    3239 |    21 | 3.04e-05 |  3.74e+02 | 4.32625669e-04
  L  |    0.6 |    3439 |    22 | 3.05e-05 |  7.38e+01 | 3.81577660e-04
  L  |    0.6 |    3639 |    23 | 3.05e-05 |  1.07e+02 | 3.65717486e-04
  L  |    0.7 |    3839 |    24 | 3.06e-05 |  2.84e+00 | 3.59889435e-04
  L  |    0.7 |    4039 |    25 | 3.06e-05 |  3.17e+00 | 3.56959362e-04
  L  |    0.7 |    4239 |    26 | 3.06e-05 |  1.98e+00 | 3.56078824e-04
  L  |    0.8 |    4439 |    27 | 3.06e-05 |  7.81e+00 | 3.36688009e-04
  L  |    0.8 |    4639 |    28 | 3.06e-05 |  8.26e-01 | 3.33957349e-04
  L  |    0.8 |    4839 |    29 | 3.06e-05 |  1.44e+00 | 3.08578912e-04
  L  |    0.8 |    5039 |    30 | 3.06e-05 |  4.47e-01 | 3.01263409e-04
  L  |    0.8 |    5239 |    31 | 3.06e-05 |  1.72e-01 | 2.93215792e-04
  L  |    0.9 |    5438 |    32 | 3.07e-05 |  6.46e-02 | 2.92675601e-04
  L  |    0.9 |    5574 |    33 | 3.77e-04 |  1.35e+04 | -8.98578921e-05
  L  |    1.0 |    5622 |    34 | 2.66e-03 |  1.72e+05 | -2.52020904e-01
  L  |    1.0 |    5660 |    34 | 1.63e-02 |  1.58e+06 | -3.73048815e+02
  L  |    1.1 |    5698 |    34 | 2.39e-02 |  6.36e+06 | -4.08827368e+02
  L  |    1.1 |    5752 |    34 | 2.39e-02 |  1.02e+07 | -4.19149625e+02
  L  |    1.2 |    5777 |    34 | 3.35e-02 |  1.85e+07 | -4.19407959e+02
  L  |    1.2 |    5852 |    35 | 3.40e-02 |  2.20e+06 | -1.31556852e+05
  L  |    1.2 |    5867 |    36 | 3.40e-02 |  7.23e+02 | -1.31579355e+05

Relaxing tolerances.
Least squares LP scaling

  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
  L  |    0.0 |     144 |     1 | 0.00e+00 |  1.78e+06 | 0.00000000e+00
  L  |    0.0 |     344 |     2 | 0.00e+00 |  1.82e+06 | 0.00000000e+00
  L  |    0.0 |     544 |     3 | 0.00e+00 |  2.25e+06 | 0.00000000e+00
  L  |    0.1 |     744 |     4 | 0.00e+00 |  1.51e+06 | 0.00000000e+00
  L  |    0.1 |     944 |     5 | 0.00e+00 |  1.22e+06 | 0.00000000e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.1 |    1144 |     6 | 0.00e+00 |  1.17e+06 | 0.00000000e+00
  L  |    0.1 |    1344 |     7 | 0.00e+00 |  1.02e+06 | 0.00000000e+00
  L  |    0.1 |    1544 |     8 | 0.00e+00 |  1.03e+06 | 0.00000000e+00
  L  |    0.1 |    1744 |     9 | 0.00e+00 |  6.92e+05 | 0.00000000e+00
  L  |    0.1 |    1944 |    10 | 0.00e+00 |  5.09e+05 | 0.00000000e+00
  L  |    0.1 |    2144 |    11 | 1.30e-01 |  5.34e+05 | 2.12940518e+00
  L  |    0.2 |    2344 |    12 | 1.30e-01 |  7.14e+05 | 1.90852475e+00
  L  |    0.2 |    2544 |    13 | 1.30e-01 |  4.77e+05 | 1.42698351e+00
  L  |    0.3 |    2744 |    14 | 1.31e-01 |  6.54e+05 | 1.29844331e+00
  L  |    0.3 |    2944 |    15 | 1.31e-01 |  5.01e+05 | 1.23306205e+00
  L  |    0.4 |    3144 |    16 | 1.31e-01 |  2.99e+05 | 7.97415955e-01
  L  |    0.4 |    3344 |    17 | 1.31e-01 |  2.80e+05 | 6.42000375e-01
  L  |    0.5 |    3544 |    18 | 1.31e-01 |  2.24e+05 | 4.51993527e-01
  L  |    0.5 |    3744 |    19 | 1.31e-01 |  1.02e+05 | 2.91618815e-01
  L  |    0.6 |    3944 |    20 | 1.31e-01 |  6.45e+04 | 1.91695018e-01
  L  |    0.6 |    4144 |    21 | 1.31e-01 |  2.30e+04 | 1.23764042e-01
  L  |    0.7 |    4344 |    22 | 1.31e-01 |  2.33e+04 | 9.25455569e-02
  L  |    0.7 |    4544 |    23 | 1.32e-01 |  1.06e+04 | 5.43725373e-02
  L  |    0.8 |    4744 |    24 | 1.32e-01 |  1.27e+04 | 4.42952032e-02
  L  |    0.9 |    4944 |    25 | 1.32e-01 |  1.90e+04 | 4.16249984e-02
  L  |    1.0 |    5144 |    26 | 1.33e-01 |  1.12e+04 | 3.35609076e-02
  L  |    1.1 |    5344 |    27 | 1.34e-01 |  2.15e+04 | 2.27947129e-02
  L  |    1.1 |    5544 |    28 | 1.34e-01 |  1.00e+03 | 1.80831301e-02
  L  |    1.2 |    5744 |    29 | 1.35e-01 |  2.02e+03 | 1.53005943e-02
  L  |    1.3 |    5944 |    30 | 1.35e-01 |  2.10e+03 | 1.25474330e-02
  L  |    1.4 |    6144 |    31 | 1.35e-01 |  1.30e+03 | 1.03841615e-02
  L  |    1.5 |    6344 |    32 | 1.35e-01 |  2.28e+03 | 8.90390483e-03
  L  |    1.5 |    6544 |    33 | 1.36e-01 |  1.19e+03 | 8.12436857e-03
  L  |    1.6 |    6744 |    34 | 1.36e-01 |  1.08e+03 | 6.91878147e-03
  L  |    1.7 |    6944 |    35 | 1.36e-01 |  2.20e+03 | 5.79998214e-03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.8 |    7144 |    36 | 1.36e-01 |  3.30e+02 | 5.13847403e-03
  L  |    1.9 |    7344 |    37 | 1.37e-01 |  1.05e+01 | 4.22527455e-03
  L  |    2.0 |    7544 |    38 | 1.37e-01 |  8.02e+00 | 4.17040057e-03
  L  |    2.1 |    7744 |    39 | 1.37e-01 |  1.32e+01 | 4.11737633e-03
  L  |    2.2 |    7944 |    40 | 1.37e-01 |  1.06e+01 | 4.07325680e-03
  L  |    2.3 |    8144 |    41 | 1.37e-01 |  3.29e+01 | 4.01562472e-03
  L  |    2.4 |    8344 |    42 | 1.38e-01 |  5.31e+00 | 3.84502719e-03
  L  |    2.4 |    8544 |    43 | 1.38e-01 |  2.51e+01 | 3.77335035e-03
  L  |    2.5 |    8744 |    44 | 1.38e-01 |  5.12e+00 | 3.51135066e-03
  L  |    2.6 |    8944 |    45 | 1.38e-01 |  7.69e+00 | 3.45029712e-03
  L  |    2.8 |    9144 |    46 | 1.38e-01 |  1.20e+01 | 3.42757145e-03
  L  |    2.9 |    9344 |    47 | 1.38e-01 |  1.55e+00 | 3.39083644e-03
  L  |    3.0 |    9544 |    48 | 1.38e-01 |  5.80e+00 | 3.34328483e-03
  L  |    3.1 |    9744 |    49 | 1.39e-01 |  1.66e+00 | 3.33211476e-03
  L  |    3.2 |    9944 |    50 | 1.39e-01 |  2.52e+00 | 3.32264951e-03
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    4.0 |   10144 |    51 | 1.39e-01 |  4.57e+01 | 3.13341186e-03
  L  |    4.2 |   10344 |    52 | 1.39e-01 |  1.11e+01 | 3.06154662e-03
  L  |    4.4 |   10544 |    53 | 1.39e-01 |  2.45e+00 | 2.95037045e-03
  L  |    4.5 |   10744 |    54 | 1.39e-01 |  1.11e+02 | 2.80740625e-03
  L  |    4.7 |   10944 |    55 | 1.40e-01 |  3.39e+01 | 2.73949500e-03
  L  |    4.8 |   11144 |    56 | 1.40e-01 |  5.81e+00 | 2.63718493e-03
  L  |    4.9 |   11344 |    57 | 1.40e-01 |  4.62e+01 | 2.44066468e-03
  L  |    5.1 |   11544 |    58 | 1.40e-01 |  3.05e+00 | 2.24557160e-03
  L  |    5.2 |   11744 |    59 | 1.40e-01 |  9.37e-01 | 2.10579863e-03
  L  |    5.3 |   11944 |    60 | 1.40e-01 |  3.14e+00 | 2.03809865e-03
  L  |    5.4 |   12144 |    61 | 1.40e-01 |  6.94e+00 | 2.02421826e-03
  L  |    5.6 |   12344 |    62 | 1.40e-01 |  2.25e+00 | 1.99014508e-03
  L  |    5.9 |   12544 |    63 | 1.40e-01 |  9.85e+00 | 1.97827135e-03
  L  |    6.1 |   12744 |    64 | 1.41e-01 |  5.79e+00 | 1.94015995e-03
  L  |    6.3 |   12944 |    65 | 1.41e-01 |  1.32e+01 | 1.97167711e-03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    6.5 |   13144 |    66 | 1.41e-01 |  4.89e+00 | 1.90172549e-03
  L  |    6.7 |   13344 |    67 | 1.42e-01 |  9.23e+00 | 1.78825070e-03
  L  |    7.0 |   13544 |    68 | 1.43e-01 |  2.70e+02 | 4.70067258e-04
  L  |    7.2 |   13656 |    69 | 1.43e-01 |  1.49e+06 | -3.21938823e-01
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    7.2 |   13677 |    70 | 0.00e+00 |  6.92e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    8.6 |   13684 |    71 | 1.32e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    8.6 |   13684 |    71 | 0.00e+00 |  1.05e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   10.1 |   13695 |    72 | 5.86e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   10.1 |   13695 |    72 | 0.00e+00 |  1.46e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   11.5 |   13702 |    73 | 2.42e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   11.5 |   13702 |    73 | 0.00e+00 |  1.84e-04 | -1.04857600e+06
Caught exception <XSOLVE14 Abort solving due to looping> while solving real LP.

Solving from scratch.
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
  L  |    0.0 |      75 |     1 | 0.00e+00 |  1.86e+06 | 0.00000000e+00
  L  |    0.0 |     275 |     2 | 0.00e+00 |  1.94e+06 | 0.00000000e+00
  L  |    0.0 |     475 |     3 | 0.00e+00 |  2.18e+06 | 0.00000000e+00
  L  |    0.0 |     675 |     4 | 0.00e+00 |  1.63e+06 | 0.00000000e+00
  L  |    0.1 |     875 |     5 | 0.00e+00 |  1.12e+06 | 0.00000000e+00
  L  |    0.1 |    1075 |     6 | 0.00e+00 |  1.20e+06 | 0.00000000e+00
  L  |    0.1 |    1275 |     7 | 0.00e+00 |  1.03e+06 | 0.00000000e+00
  L  |    0.1 |    1475 |     8 | 0.00e+00 |  9.03e+05 | 0.00000000e+00
  L  |    0.1 |    1675 |     9 | 0.00e+00 |  8.42e+05 | 0.00000000e+00
  L  |    0.1 |    1875 |    10 | 0.00e+00 |  6.54e+05 | 0.00000000e+00
  L  |    0.1 |    2075 |    11 | 1.35e-01 |  4.77e+05 | 2.39862971e+00
  L  |    0.2 |    2275 |    12 | 1.35e-01 |  4.62e+05 | 2.02785895e+00
  L  |    0.2 |    2475 |    13 | 1.36e-01 |  7.04e+05 | 1.75519704e+00
  L  |    0.3 |    2675 |    14 | 1.36e-01 |  4.29e+05 | 1.29194991e+00
  L  |    0.3 |    2875 |    15 | 1.36e-01 |  2.73e+05 | 1.04807627e+00
  L  |    0.4 |    3075 |    16 | 1.36e-01 |  2.17e+05 | 8.07346791e-01
  L  |    0.4 |    3275 |    17 | 1.36e-01 |  1.46e+05 | 7.03207839e-01
  L  |    0.4 |    3475 |    18 | 1.36e-01 |  1.70e+05 | 5.04404238e-01
  L  |    0.5 |    3675 |    19 | 1.37e-01 |  8.54e+04 | 3.88118665e-01
  L  |    0.6 |    3875 |    20 | 1.37e-01 |  8.14e+04 | 3.00220461e-01
  L  |    0.6 |    4075 |    21 | 1.37e-01 |  2.60e+04 | 1.92083309e-01
  L  |    0.7 |    4275 |    22 | 1.37e-01 |  5.61e+04 | 1.54718366e-01
  L  |    0.7 |    4475 |    23 | 1.37e-01 |  1.35e+04 | 1.09132488e-01
  L  |    0.8 |    4675 |    24 | 1.37e-01 |  5.19e+04 | 7.46962813e-02
  L  |    0.9 |    4875 |    25 | 1.38e-01 |  3.34e+04 | 4.46357036e-02
  L  |    1.0 |    5075 |    26 | 1.38e-01 |  2.35e+04 | 2.98899688e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.0 |    5275 |    27 | 1.38e-01 |  7.84e+02 | 2.06747080e-02
  L  |    1.1 |    5475 |    28 | 1.38e-01 |  8.03e+02 | 1.94421129e-02
  L  |    1.2 |    5675 |    29 | 1.38e-01 |  1.43e+03 | 1.94084577e-02
  L  |    1.3 |    5875 |    30 | 1.38e-01 |  3.96e+02 | 1.81192437e-02
  L  |    1.4 |    6075 |    31 | 1.38e-01 |  8.81e+02 | 1.59273706e-02
  L  |    1.4 |    6275 |    32 | 1.39e-01 |  2.04e+02 | 1.39173728e-02
  L  |    1.5 |    6475 |    33 | 1.39e-01 |  1.41e+02 | 1.31666790e-02
